coefficient,coupling_row_norm,estimate,name,reporting_multiplier,se_ambient,se_fixed_range,se_fixed_rank,sensitivity_0,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4
AK_gt2_0,6.880386279378757,0.3234282014408357,skin_baseline_K4_scc_first_cap730.5,1.0,0.0974428149840712,0.05432133284604205,0.05432133284604205,-6.880371706448269,0.0027867659361312798,-0.00023816366332746547,-0.0011176390236315643,0.013837003515563901
age10_0,0.3011656991992789,-0.04994788908891511,skin_baseline_K4_scc_first_cap730.5,1.0,0.06482871647529906,0.06501528006400963,0.06501528006400963,-0.300969245580966,-0.002033777315635587,0.010668864038293473,-0.00013844009796246245,0.0005581334220543902
male_0,0.970521522247238,0.2626061245795427,skin_baseline_K4_scc_first_cap730.5,1.0,0.1109129495681492,0.11108708932672,0.11108708932672,0.9683377706349241,0.014527347026280234,0.06191257562926512,0.0011442849907475979,-0.013728324226567222
drink_gt2_0,2.40957197669739,0.14937938497647554,skin_baseline_K4_scc_first_cap730.5,1.0,0.07807605982546258,0.06173946205516647,0.06173946205516647,-2.4095349382964217,-0.003212988393656211,0.008396682312605668,-0.0014391748712832024,0.009777178613486792
sundamage_gt5_0,5.0988820609849865,0.03783583871564893,skin_baseline_K4_scc_first_cap730.5,1.0,0.10902959558106205,0.09005913241507334,0.09005913241507334,5.098867247419851,0.006355914363231,0.010083154400384299,0.0011467332071935033,-0.00277171003346447
treatment_1,0.09727960563216567,0.24594050824755065,skin_baseline_K4_scc_first_cap730.5,1.0,0.13055374218721646,0.13216176234155,0.13216176234155,-0.03747088380716564,0.08507053635698782,-0.004993165371429019,0.022143437531228254,0.017521268688886097
baseline_Se20_1,0.5884402229559285,-0.09556911271100677,skin_baseline_K4_scc_first_cap730.5,1.0,0.03635340939468476,0.0328138987657277,0.0328138987657277,-0.013993763409217893,-0.588161381271592,0.0034612208026061015,-0.006038462801128797,-0.00915516664608353
history_none_1,1.4348977014416893,0.07760383659672797,skin_baseline_K4_scc_first_cap730.5,1.0,0.29503540464915573,0.29923737081434554,0.29923737081434554,0.15028082371492732,-1.426438269051111,0.0014009850736793625,0.01625068020911721,-0.03680903212855906
history_SCC_only_1,0.9836890089829974,1.0072757479908478,skin_baseline_K4_scc_first_cap730.5,1.0,0.11152776426681194,0.11847647356484912,0.11847647356484912,0.08882532388906379,-0.9791325906776152,0.0037487830908992806,0.00035115085982406443,-0.032238508360456414
history_both_1,1.020450878300424,0.767984803711185,skin_baseline_K4_scc_first_cap730.5,1.0,0.11699101396220639,0.1199794895892491,0.1199794895892491,0.06935477723744966,-1.0180702252591327,-0.0015188825115325557,0.006159532111772617,0.0016369176368379135
AK_gt2_1,0.5211495190510397,0.5988528547059848,skin_baseline_K4_scc_first_cap730.5,1.0,0.07681991116825371,0.07927729594637169,0.07927729594637169,-0.13745666258104539,0.5024607487496484,0.005375523208822068,0.0035945237582378727,-0.013923585541672391
age10_1,0.11956192809252686,0.15559840424019436,skin_baseline_K4_scc_first_cap730.5,1.0,0.07394630002088101,0.07403897543922834,0.07403897543922834,-0.010172650146916975,0.11862442021646713,-0.0006995805207032173,0.010901162965182756,-0.0007028510507904685
